tok0,tok1,tok2,n_active,both_idle,c2_rank,c3_rank,act,c2_s1,c2_s3,c3_s1,c3_s3
9,1,1,4,1,7,7,2,2,2,-1,-1
9,1,1,3,0,7,7,3,-1,-1,2,2
9,1,0,2,0,7,7,1,1,1,1,2
1,0,0,1,0,7,7,2,2,2,-1,-1
17,3,3,6,1,7,7,0,1,1,1,1
17,3,3,4,1,7,7,2,2,1,-1,-1
17,3,3,3,0,7,7,3,-1,-1,1,1
17,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
23,5,2,5,1,7,7,2,2,2,-1,-1
23,5,1,4,0,7,7,3,-1,-1,2,2
23,5,1,3,0,7,7,2,2,2,-1,-1
23,5,0,2,0,7,7,1,0,0,0,0
5,0,0,1,1,7,7,1,1,1,1,1
34,7,2,8,1,7,7,2,2,2,-1,-1
34,7,1,7,0,7,7,3,-1,-1,2,2
34,7,1,6,0,7,7,2,2,2,-1,-1
34,7,1,5,0,7,7,3,-1,-1,2,2
34,7,1,4,0,7,7,2,2,2,-1,-1
34,7,1,3,0,7,7,1,0,0,0,0
7,1,0,2,0,7,7,2,2,2,-1,-1
7,0,0,1,1,7,7,1,1,1,1,1
8,4,0,2,1,7,7,0,0,0,0,0
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
6,3,3,7,1,0,7,0,1,1,1,1
6,3,3,5,1,7,7,0,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
64,0,0,1,1,7,7,1,0,0,0,0
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
48,0,0,1,1,7,7,1,0,0,0,0
7,2,1,5,1,0,7,0,1,1,1,1
7,1,1,3,1,7,7,2,2,2,-1,-1
7,1,0,2,0,7,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
7,5,3,7,1,7,7,0,1,1,1,1
7,5,2,5,1,7,7,2,2,2,-1,-1
7,5,2,4,0,7,7,3,-1,-1,2,1
7,5,2,3,0,7,7,2,1,1,-1,-1
7,5,0,2,0,7,7,3,-1,-1,1,1
7,0,0,1,0,7,7,1,1,1,1,1
11,11,11,8,1,7,7,2,1,1,-1,-1
11,11,11,7,0,7,7,3,-1,-1,1,1
11,11,11,6,1,7,7,4,-1,-1,0,-1
11,11,11,6,1,7,0,2,1,1,-1,-1
11,11,11,5,0,7,0,3,-1,-1,1,0
11,11,11,4,0,7,7,4,2,-1,-1,-1
11,11,11,4,0,0,7,1,1,1,1,1
11,11,11,3,1,7,7,4,-1,-1,0,-1
11,11,11,3,1,7,0,2,0,0,-1,-1
11,11,0,2,0,7,7,3,-1,-1,0,2
11,0,0,1,0,7,7,1,1,1,1,1
5,2,2,6,1,7,7,0,1,1,1,1
5,1,1,4,1,7,7,2,2,2,-1,-1
5,1,1,3,0,7,7,3,-1,-1,2,2
5,1,0,2,0,7,7,2,2,2,-1,-1
5,0,0,1,0,7,7,1,1,1,1,1
8,8,4,4,1,7,7,2,2,2,-1,-1
8,8,4,3,0,7,7,3,-1,-1,2,0
8,8,0,2,0,7,7,4,0,-1,-1,-1
8,8,0,2,0,0,7,0,0,0,0,0
10,4,2,3,1,0,1,1,1,1,1,1
4,2,0,2,0,7,7,2,1,1,-1,-1
2,0,0,1,0,7,7,3,-1,-1,1,2
24,0,0,1,1,7,7,1,0,0,0,0
11,5,0,2,1,0,7,1,1,1,1,1
5,0,0,1,1,7,7,1,1,1,1,1
6,6,4,7,1,7,7,0,1,1,1,1
6,6,2,5,1,7,7,0,1,1,1,1
6,6,2,3,1,7,7,2,2,2,-1,-1
6,6,0,2,0,7,7,0,1,1,1,1
64,0,0,1,1,7,7,1,0,0,0,0
16,0,0,1,1,0,7,1,0,0,0,0
12,3,1,3,1,7,7,1,1,1,1,1
3,1,0,2,1,7,7,0,1,1,1,1
8,8,8,6,1,7,7,0,0,0,0,1
8,8,8,4,1,7,7,4,-1,-1,2,-1
8,8,8,4,1,7,0,1,1,1,1,1
8,8,8,3,1,7,7,1,1,1,1,1
8,8,0,2,1,7,7,0,0,0,0,0
49,3,3,6,1,0,7,2,1,1,-1,-1
49,3,3,5,0,7,7,3,-1,-1,1,0
49,3,3,4,0,7,7,2,1,1,-1,-1
49,3,3,3,0,7,7,3,-1,-1,1,1
49,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
3,1,0,2,1,0,7,0,1,1,1,1
10,4,2,3,1,0,7,1,1,1,1,1
4,2,0,2,0,7,7,2,1,1,-1,-1
2,0,0,1,0,7,7,3,-1,-1,1,2
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
3,3,3,4,1,7,7,0,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
4,4,0,2,1,7,7,0,1,1,1,1
12,0,0,1,1,7,7,1,1,1,1,1
12,12,12,4,1,7,7,1,1,0,1,1
12,12,12,3,0,7,7,4,-1,-1,2,-1
12,12,12,3,0,7,0,1,1,1,1,1
12,12,0,2,1,7,7,4,-1,-1,0,-1
12,12,0,2,1,7,0,2,0,0,-1,-1
12,0,0,1,0,7,7,3,-1,-1,0,2
4,4,4,3,1,7,7,0,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
3,3,2,7,1,0,7,0,1,1,2,2
3,1,1,5,0,7,7,3,-1,-1,1,2
3,1,1,4,0,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
23,3,3,4,1,7,7,2,2,1,-1,-1
23,3,3,3,0,7,7,3,-1,-1,1,1
23,3,0,2,0,7,7,2,1,1,-1,-1
23,0,0,1,0,7,7,1,0,0,0,0
6,2,0,2,1,7,7,0,1,1,0,2
13,7,5,5,1,7,7,0,1,1,1,1
13,7,5,3,1,7,7,1,0,0,0,1
7,5,0,2,1,7,7,4,-1,-1,2,-1
7,5,0,2,1,7,0,0,0,0,0,0
12,5,3,6,1,7,7,2,2,2,-1,-1
12,5,3,5,0,7,7,3,-1,-1,2,2
12,5,3,4,0,7,7,2,2,1,-1,-1
12,5,3,3,0,7,7,1,1,1,1,1
5,3,0,2,1,7,7,0,1,1,1,0
6,1,1,7,1,7,7,0,1,1,1,1
6,1,1,5,1,7,7,0,1,1,1,1
6,1,1,3,1,7,7,2,2,2,-1,-1
6,1,0,2,0,7,7,0,1,1,0,2
3,2,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
3,3,3,4,1,7,7,0,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
11,11,5,4,1,7,7,0,1,0,1,1
11,11,0,2,0,7,7,4,-1,-1,2,-1
11,11,0,2,0,7,0,0,0,0,0,0
4,4,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
2,1,1,3,1,0,7,0,2,1,2,1
1,0,0,1,1,7,7,2,2,2,-1,-1
1,1,1,4,1,0,7,0,2,1,2,1
1,1,0,2,1,7,7,0,1,1,1,1
12,11,3,5,1,7,7,2,2,1,-1,-1
12,11,3,4,0,7,7,3,-1,-1,1,2
12,11,3,3,0,7,7,2,1,1,-1,-1
12,11,0,2,0,7,7,0,0,0,0,0
23,6,3,3,1,0,1,1,0,0,0,0
6,3,0,2,1,7,7,4,2,-1,-1,-1
6,3,0,2,1,0,7,0,1,1,1,0
47,10,4,5,1,0,7,2,2,1,-1,-1
47,10,2,4,0,7,7,3,-1,-1,2,1
47,10,1,3,1,7,7,2,2,2,-1,-1
47,10,0,2,0,7,7,1,0,0,0,0
10,0,0,1,1,7,7,1,1,0,1,1
16,0,0,1,1,7,7,1,0,0,0,0
48,0,0,1,1,7,7,1,0,0,0,0
6,3,3,7,1,0,7,0,1,1,1,1
6,3,3,5,1,7,7,0,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
21,6,3,4,1,7,7,2,2,2,-1,-1
21,6,3,3,0,7,7,1,0,0,0,0
6,3,0,2,0,7,7,0,1,1,1,0
6,3,3,7,1,7,7,0,1,1,1,1
6,3,3,5,1,7,7,0,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
8,0,0,1,1,7,7,1,1,1,1,1
44,10,10,3,1,7,7,1,0,0,0,0
10,10,0,2,1,7,7,4,0,-1,-1,-1
10,10,0,2,1,0,7,0,0,0,0,0
4,2,2,7,1,0,7,0,1,1,2,2
2,2,2,5,0,7,7,3,-1,-1,1,2
2,2,2,4,0,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
12,2,2,3,1,7,7,1,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
1,1,1,8,1,0,7,0,2,1,2,1
1,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
11,3,2,3,1,7,7,1,1,1,1,1
3,2,0,2,1,7,7,0,1,1,1,1
15,3,3,4,1,7,7,2,2,1,-1,-1
15,3,3,3,0,7,7,3,-1,-1,1,1
15,3,0,2,0,7,7,2,1,1,-1,-1
15,0,0,1,0,7,7,1,0,0,0,0
5,1,1,8,1,7,7,0,1,1,1,1
5,1,1,6,1,7,7,0,1,1,1,1
5,1,1,4,1,7,7,0,1,1,1,1
5,1,0,2,1,7,7,0,1,1,0,2
1,1,1,8,1,0,7,0,2,1,2,1
1,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
24,2,2,5,1,7,7,2,2,2,-1,-1
24,2,2,4,0,7,7,3,-1,-1,2,2
24,2,2,3,0,7,7,2,2,2,-1,-1
24,2,0,2,0,7,7,1,0,0,0,0
2,0,0,1,1,7,7,2,2,2,-1,-1
25,1,1,8,1,7,7,0,1,1,1,1
25,1,1,6,1,7,7,2,2,2,-1,-1
25,1,1,5,0,7,7,3,-1,-1,2,2
25,1,1,4,0,7,7,2,2,2,-1,-1
25,1,1,3,0,7,7,3,-1,-1,2,2
25,1,0,2,0,7,7,1,0,0,0,0
1,0,0,1,0,7,7,3,-1,-1,2,2
13,3,0,2,1,7,7,1,0,0,1,1
3,0,0,1,0,7,7,3,-1,-1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
24,0,0,1,1,7,7,1,0,0,0,0
4,2,1,8,1,7,7,0,1,1,1,1
1,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
4,0,0,1,1,7,7,1,1,1,1,1
23,5,5,6,1,7,7,0,1,1,1,1
23,5,5,4,1,7,7,4,-1,-1,0,-1
23,5,5,4,1,7,0,2,1,1,-1,-1
23,5,5,3,0,7,0,3,-1,-1,1,2
23,5,0,2,0,7,7,4,2,-1,-1,-1
23,5,0,2,0,0,7,1,0,0,0,0
5,0,0,1,1,7,7,1,1,1,1,1
39,3,3,4,1,7,7,2,2,1,-1,-1
39,3,3,3,0,7,7,3,-1,-1,1,1
39,3,0,2,0,7,7,2,1,1,-1,-1
39,0,0,1,0,7,7,1,0,0,0,0
3,1,0,2,1,7,7,0,1,1,1,1
32,8,8,5,1,7,7,1,0,0,0,0
8,8,8,4,1,7,7,4,0,-1,-1,-1
8,8,8,4,1,0,7,4,-1,-1,0,-1
8,8,8,4,1,0,0,1,1,1,1,0
8,8,8,3,0,7,7,2,0,0,-1,-1
8,8,0,2,0,7,7,3,-1,-1,0,0
8,0,0,1,0,7,7,1,1,1,1,1
2,2,2,8,1,0,1,0,2,1,2,1
2,2,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
41,12,6,5,1,7,7,2,2,1,-1,-1
41,12,6,4,0,7,7,3,-1,-1,1,1
41,12,6,3,0,7,7,2,1,1,-1,-1
41,12,0,2,0,7,7,1,0,0,0,0
12,0,0,1,0,7,7,1,1,1,1,1
8,8,4,4,1,7,7,2,2,2,-1,-1
8,8,4,3,0,7,7,3,-1,-1,2,0
8,8,0,2,0,7,7,4,0,-1,-1,-1
8,8,0,2,0,0,7,0,0,0,0,0
28,12,12,4,1,0,7,1,0,1,0,1
12,12,12,3,1,7,7,4,0,-1,-1,-1
12,12,12,3,1,0,7,4,-1,-1,0,-1
12,12,12,3,1,0,0,1,1,1,1,1
12,12,0,2,1,7,7,4,-1,-1,0,-1
12,12,0,2,1,7,0,2,0,0,-1,-1
12,0,0,1,0,7,7,3,-1,-1,0,2
16,16,16,3,1,7,7,1,0,0,0,1
16,16,0,2,1,7,7,4,-1,-1,2,-1
16,16,0,2,1,7,0,0,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
22,21,21,3,1,7,7,1,0,0,0,0
21,21,0,2,1,7,7,4,2,-1,-1,-1
21,21,0,2,1,0,7,0,0,0,0,0
24,0,0,1,1,0,7,1,0,0,0,0
2,2,2,8,1,7,7,0,1,1,1,1
2,2,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
16,0,0,1,1,7,7,1,0,0,0,0
2,2,0,2,1,0,7,0,2,1,2,1
2,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
11,11,11,8,1,7,7,2,1,1,-1,-1
11,11,11,7,0,7,7,3,-1,-1,1,1
11,11,11,6,1,7,7,4,-1,-1,0,-1
11,11,11,6,1,7,0,2,1,1,-1,-1
11,11,11,5,0,7,0,3,-1,-1,1,0
11,11,11,4,0,7,7,4,2,-1,-1,-1
11,11,11,4,0,0,7,1,1,1,1,1
11,11,11,3,1,7,7,4,-1,-1,0,-1
11,11,11,3,1,7,0,2,0,0,-1,-1
11,11,0,2,0,7,7,3,-1,-1,0,2
11,0,0,1,0,7,7,1,1,1,1,1
12,0,0,1,1,7,7,1,1,1,1,1
4,4,4,6,1,7,7,0,1,1,1,1
4,4,4,4,1,7,7,0,1,1,1,1
4,4,0,2,1,7,7,0,1,1,1,1
49,3,3,6,1,7,7,2,1,1,-1,-1
49,3,3,5,0,7,7,3,-1,-1,1,0
49,3,3,4,0,7,7,2,1,1,-1,-1
49,3,3,3,0,7,7,3,-1,-1,1,1
49,3,0,2,0,7,7,1,0,0,0,0
3,0,0,1,0,7,7,2,1,1,-1,-1
6,1,1,7,1,7,7,0,1,1,1,1
6,1,1,5,1,7,7,0,1,1,1,1
6,1,1,3,1,7,7,2,2,2,-1,-1
6,1,0,2,0,7,7,0,1,1,0,2
4,4,4,3,1,0,7,1,2,1,2,1
4,4,0,2,1,7,7,0,1,1,1,1
9,3,0,2,1,7,7,0,0,0,0,0
9,1,1,4,1,7,7,2,2,2,-1,-1
9,1,1,3,0,7,7,3,-1,-1,2,1
9,1,0,2,0,7,7,1,1,1,1,2
1,0,0,1,0,7,7,2,2,2,-1,-1
48,0,0,1,1,7,7,1,0,0,0,0
32,0,0,1,1,7,7,1,0,0,0,0
6,6,6,8,1,7,7,2,2,2,-1,-1
6,6,6,7,0,7,7,3,-1,-1,2,2
6,6,6,6,0,7,7,2,2,2,-1,-1
6,6,6,5,0,7,7,3,-1,-1,2,2
6,6,6,4,0,7,7,0,1,1,1,1
6,6,0,2,1,7,7,4,-1,-1,0,-1
6,6,0,2,1,7,0,2,1,1,-1,-1
6,0,0,1,0,7,7,3,-1,-1,1,2
3,3,3,4,1,7,7,0,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
4,0,0,1,1,0,7,1,2,1,2,1
4,0,0,1,1,7,7,1,1,1,1,1
16,0,0,1,1,0,7,1,0,0,0,0
19,5,3,8,1,7,7,0,1,1,1,1
19,5,1,6,1,7,7,2,2,2,-1,-1
19,5,1,5,0,7,7,3,-1,-1,2,2
19,5,1,4,0,7,7,2,2,2,-1,-1
19,5,1,3,0,7,7,1,0,0,0,0
5,1,0,2,1,7,7,0,1,1,0,2
20,12,0,2,1,0,7,1,0,0,0,0
12,0,0,1,1,7,7,1,1,1,1,1
7,3,2,7,1,0,7,0,1,1,1,1
7,1,1,5,1,7,7,0,1,1,1,1
7,1,1,3,1,7,7,2,2,2,-1,-1
7,1,0,2,0,7,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
50,7,7,3,1,7,7,1,0,0,0,0
7,7,0,2,0,7,7,4,0,-1,-1,-1
7,7,0,2,0,0,7,0,0,0,0,0
3,2,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
12,4,4,4,1,7,7,2,2,1,-1,-1
12,4,4,3,0,7,7,3,-1,-1,1,1
12,4,0,2,0,7,7,2,1,1,-1,-1
12,0,0,1,0,7,7,1,1,1,1,1
6,3,3,7,1,0,1,0,1,1,1,1
6,3,3,5,1,7,7,0,1,1,1,1
6,3,3,3,1,7,7,0,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
24,0,0,1,1,7,7,1,0,0,0,0
20,4,0,2,1,0,1,1,0,0,0,0
4,0,0,1,1,7,7,1,1,1,1,1
24,0,0,1,1,0,7,1,0,0,0,0
19,6,3,6,1,7,7,2,2,2,-1,-1
19,6,3,5,0,7,7,3,-1,-1,2,1
19,6,3,4,0,7,7,2,1,1,-1,-1
19,6,1,3,0,7,7,3,-1,-1,1,2
19,6,0,2,0,7,7,1,0,0,0,0
6,0,0,1,1,7,7,1,1,1,1,1
18,9,6,7,1,0,7,0,1,1,1,1
18,9,4,5,1,7,7,4,0,-1,-1,-1
18,9,4,5,1,0,7,4,-1,-1,0,-1
18,9,4,5,1,0,0,2,1,2,-1,-1
18,9,3,4,0,7,0,3,-1,-1,1,1
18,9,3,3,0,7,7,4,0,-1,-1,-1
18,9,3,3,0,0,7,1,0,0,0,1
9,3,0,2,0,7,7,4,-1,-1,0,-1
9,3,0,2,0,7,0,2,1,1,-1,-1
9,0,0,1,0,7,0,1,1,0,1,1
1,1,1,8,1,0,7,0,2,1,2,1
1,1,1,6,1,7,7,0,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
5,3,2,8,1,7,7,0,1,1,1,1
5,2,1,6,1,7,7,0,1,1,1,1
5,1,1,4,1,7,7,0,1,1,1,1
5,1,0,2,1,7,7,0,1,1,0,2
11,5,0,2,1,7,7,1,1,1,1,1
5,0,0,1,1,7,7,1,1,1,1,1
9,1,1,8,1,7,7,0,1,1,1,1
9,1,1,6,1,7,7,0,1,1,1,1
9,1,1,4,1,7,7,2,2,2,-1,-1
9,1,1,3,0,7,7,3,-1,-1,2,2
9,1,0,2,0,7,7,1,1,1,1,2
1,0,0,1,0,7,7,2,2,2,-1,-1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
38,12,6,6,1,0,7,2,2,1,-1,-1
38,12,6,5,0,7,7,3,-1,-1,2,1
38,12,6,4,1,7,7,2,2,2,-1,-1
38,12,6,3,0,7,7,1,0,0,0,0
12,6,0,2,1,7,7,1,1,1,1,1
6,0,0,1,1,7,7,1,1,1,1,1
3,1,0,2,1,7,7,0,1,1,1,1
4,4,2,6,1,7,7,0,1,1,1,1
2,2,2,4,1,7,7,0,1,1,1,1
2,2,0,2,1,7,7,0,1,1,1,1
10,7,7,7,1,7,7,2,2,2,-1,-1
10,7,7,6,0,7,7,3,-1,-1,2,2
10,7,7,5,0,7,7,2,2,2,-1,-1
10,7,7,4,0,7,7,1,1,1,1,2
7,7,2,3,0,7,7,2,2,2,-1,-1
7,7,0,2,0,7,7,0,0,0,0,0
3,3,3,4,1,7,7,0,1,1,1,1
3,3,0,2,1,7,7,0,1,1,1,1
21,11,0,2,1,7,7,1,0,0,0,0
11,0,0,1,0,7,7,1,1,1,1,1
8,6,5,7,1,7,7,0,1,1,1,1
8,6,5,5,1,7,7,0,1,1,1,1
8,6,5,3,1,7,7,1,1,1,1,1
6,5,0,2,1,7,7,0,1,1,1,1
42,12,6,4,1,7,7,0,1,1,1,2
42,12,0,2,0,7,7,4,-1,-1,0,-1
42,12,0,2,0,7,0,1,0,0,0,0
12,0,0,1,1,7,7,1,1,1,1,1
4,3,3,5,1,7,7,0,1,1,1,1
3,3,3,3,1,7,7,0,1,1,1,1
3,0,0,1,1,7,7,1,1,1,1,1
23,5,5,6,1,7,7,0,1,1,1,1
23,5,5,4,1,7,7,4,-1,-1,0,-1
23,5,5,4,1,7,0,2,1,1,-1,-1
23,5,5,3,0,7,0,3,-1,-1,1,2
23,5,0,2,0,7,7,4,2,-1,-1,-1
23,5,0,2,0,0,7,1,0,0,0,0
5,0,0,1,1,7,7,1,1,1,1,1
4,4,4,8,1,0,7,0,1,1,2,2
4,4,4,6,0,7,7,3,-1,-1,1,2
4,4,4,5,0,7,7,0,1,1,1,1
4,2,2,3,1,7,7,0,1,1,1,1
2,0,0,1,1,7,7,2,2,2,-1,-1
64,0,0,1,1,7,7,1,0,0,0,0
3,2,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
4,0,0,1,1,7,7,1,1,1,1,1
24,22,6,5,1,7,7,0,1,1,1,1
24,22,6,3,1,7,7,4,-1,-1,0,-1
24,22,6,3,1,7,0,2,1,1,-1,-1
24,22,0,2,0,7,0,0,0,0,0,0
6,6,6,8,1,0,7,0,1,1,1,1
6,6,6,6,1,7,7,4,-1,-1,0,-1
6,6,6,6,1,7,0,2,1,1,-1,-1
6,6,6,5,0,7,7,3,-1,-1,1,1
6,6,6,4,1,7,7,4,-1,-1,0,-1
6,6,6,4,1,7,0,2,1,1,-1,-1
6,6,6,3,0,7,7,3,-1,-1,1,2
6,6,0,2,0,7,7,4,2,-1,-1,-1
6,6,0,2,0,0,7,0,1,1,1,1
20,12,9,7,1,7,7,0,0,1,1,0
20,12,9,5,0,7,7,4,0,-1,-1,-1
20,12,9,5,0,0,7,3,-1,-1,1,2
20,12,9,4,0,0,7,2,1,1,-1,-1
20,12,9,3,0,7,7,4,-1,-1,0,-1
20,12,9,3,0,7,0,1,0,0,0,1
12,9,0,2,1,7,7,4,-1,-1,2,-1
12,9,0,2,1,7,0,0,0,0,0,0
24,22,6,5,1,7,7,0,1,1,1,1
24,22,6,3,1,7,7,4,-1,-1,0,-1
24,22,6,3,1,7,0,2,1,1,-1,-1
24,22,0,2,0,7,0,0,0,0,0,0
18,6,3,7,1,7,7,0,1,1,1,1
18,6,1,5,1,7,7,2,2,2,-1,-1
18,6,1,4,0,7,7,3,-1,-1,2,2
18,6,1,3,0,7,7,1,0,0,0,0
6,1,0,2,0,7,7,2,2,2,-1,-1
6,0,0,1,1,7,7,1,1,1,1,1
16,12,12,5,1,7,7,1,0,0,0,1
12,12,12,4,1,7,7,4,-1,-1,2,-1
12,12,12,4,1,7,0,1,1,1,1,1
12,12,12,3,1,7,7,4,-1,-1,0,-1
12,12,12,3,1,7,0,2,0,0,-1,-1
12,12,0,2,0,7,7,3,-1,-1,0,2
12,0,0,1,0,7,7,1,1,1,1,1
17,5,5,4,1,0,7,1,0,0,0,1
5,5,5,3,0,7,7,4,-1,-1,0,-1
5,5,5,3,0,7,0,2,1,1,-1,-1
5,5,0,2,0,7,7,0,1,1,1,1
33,5,5,4,1,7,7,1,0,0,0,1
5,5,5,3,0,7,7,4,0,-1,-1,-1
5,5,5,3,0,0,7,4,-1,-1,0,-1
5,5,5,3,0,0,0,1,2,2,1,1
5,5,0,2,0,7,7,2,1,1,-1,-1
5,0,0,1,0,7,7,3,-1,-1,1,1
7,3,2,3,1,7,7,0,1,1,1,1
7,0,0,1,1,7,7,1,1,1,1,1
32,0,0,1,1,7,7,1,0,0,0,0
12,0,0,1,1,7,7,1,1,1,1,1
48,0,0,1,1,0,7,1,0,0,0,0
8,6,6,5,1,0,1,0,1,1,1,1
8,6,6,3,1,7,7,4,-1,-1,0,-1
8,6,6,3,1,7,0,2,1,1,-1,-1
8,6,0,2,0,7,0,3,-1,-1,1,2
8,0,0,1,0,7,7,1,1,1,1,1
48,0,0,1,1,7,7,1,0,0,0,0
7,1,0,2,1,7,7,1,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
44,10,4,7,1,0,1,2,1,1,-1,-1
44,10,2,6,0,7,1,3,-1,-1,1,1
44,10,2,5,1,7,7,2,2,2,-1,-1
44,10,2,4,0,7,7,3,-1,-1,2,2
44,10,2,3,0,7,7,2,2,2,-1,-1
44,10,0,2,0,7,7,1,0,0,0,0
10,0,0,1,1,7,7,1,1,0,1,1
18,2,2,8,1,7,7,0,1,1,1,1
18,2,2,6,1,7,7,2,2,2,-1,-1
18,2,2,5,0,7,7,3,-1,-1,2,2
18,2,2,4,0,7,7,2,2,1,-1,-1
18,2,2,3,0,7,7,3,-1,-1,1,2
18,2,0,2,0,7,7,1,0,0,0,0
2,0,0,1,0,7,7,2,2,2,-1,-1
48,0,0,1,1,7,7,1,0,0,0,0
5,2,1,7,1,7,7,0,1,1,1,1
5,1,1,5,1,7,7,0,1,1,1,1
5,1,1,3,1,7,7,2,2,2,-1,-1
5,1,0,2,0,7,7,0,1,1,0,2
14,10,10,6,1,0,7,0,0,0,0,1
14,10,10,4,1,7,7,4,-1,-1,2,-1
14,10,10,4,1,7,0,1,0,0,0,1
10,10,10,3,1,7,7,4,-1,-1,2,-1
10,10,10,3,1,7,0,1,1,0,1,2
10,10,0,2,0,7,7,4,-1,-1,2,-1
10,10,0,2,0,7,0,0,0,0,0,0
37,17,10,3,1,7,7,1,0,0,0,0
17,10,0,2,0,7,7,4,-1,-1,0,-1
17,10,0,2,0,7,0,1,0,0,0,0
10,0,0,1,0,7,7,1,1,0,1,1
12,0,0,1,1,7,7,1,1,1,1,1
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
37,9,9,4,1,7,7,1,0,1,0,0
9,9,9,3,0,7,7,4,0,-1,-1,-1
9,9,9,3,0,0,7,4,-1,-1,0,-1
9,9,9,3,0,0,0,1,1,0,1,2
9,9,0,2,0,7,7,4,-1,-1,2,-1
9,9,0,2,0,7,0,0,0,0,0,0
1,1,1,4,1,7,7,0,1,1,1,1
1,1,0,2,1,7,7,0,1,1,1,1
13,9,7,7,1,7,7,2,1,1,-1,-1
13,9,7,6,0,7,7,3,-1,-1,1,1
13,9,7,5,0,7,7,2,1,1,-1,-1
13,9,7,4,0,7,7,4,-1,-1,0,-1
13,9,7,4,0,7,0,1,0,0,0,1
9,7,5,3,1,7,7,4,-1,-1,2,-1
9,7,5,3,1,7,0,1,1,0,1,1
7,5,0,2,0,7,7,0,0,0,0,0
6,6,6,4,1,7,7,0,1,1,1,1
6,6,0,2,1,7,7,4,-1,-1,0,-1
6,6,0,2,1,7,0,2,1,1,-1,-1
6,0,0,1,0,7,7,3,-1,-1,1,2
6,4,3,4,1,7,7,0,1,1,1,1
6,3,0,2,1,7,7,0,1,1,1,0
4,1,1,5,1,7,7,0,1,1,1,1
1,1,1,3,1,7,7,0,1,1,1,1
1,0,0,1,1,7,7,2,2,2,-1,-1
17,3,3,6,1,7,7,0,1,1,1,1
17,3,3,4,1,7,7,2,2,1,-1,-1
